Date,BusID,StopFrom,StopTo,PassengerCount,Distance,Duration
06-07-2042,5,Food,Stop F,24721,96.50687286,81
07-07-2042,10,Shelter,Stop F,1460,33.2012941,51
08-07-2042,10,Medicine,Stop D,14191,68.06846062,29
09-07-2042,8,Medicine Equipment,Stop E,20586,52.33946811,6
10-07-2042,3,Shelter,Stop B,15217,16.50524356,130
11-07-2042,3,People,Stop B,10718,65.53761217,10
12-07-2042,1,People,Stop E,7061,34.30323549,96
13-07-2042,2,People,Stop A,19522,17.58609794,106
14-07-2042,9,Medicine Equipment,Stop C,16212,81.19123263,26
15-07-2042,6,Shelter,Stop C,3462,83.12831983,51
16-07-2042,10,People,Stop B,13298,96.15060295,52
17-07-2042,2,People,Stop F,22970,84.36625369,171
18-07-2042,1,Shelter,Stop C,7770,80.8743908,34
19-07-2042,2,Medicine Equipment,Stop A,19406,22.7169912,16
20-07-2042,6,People,Stop A,6950,60.485004,148
21-07-2042,4,Medicine Equipment,Stop E,24018,80.51864308,148
22-07-2042,10,People,Stop B,16972,23.86316191,43
23-07-2042,2,Shelter,Stop B,17419,30.82436643,90
24-07-2042,6,People,Stop E,14671,76.04519737,150
25-07-2042,6,People,Stop F,21336,31.93259084,199
26-07-2042,8,Medicine Equipment,Stop D,7375,15.94601,6
27-07-2042,3,Shelter,Stop F,18773,59.00116478,160
28-07-2042,1,Medicine,Stop A,14434,99.77687207,16
29-07-2042,5,Resuce Equipment,Stop B,2729,31.43256468,33
30-07-2042,7,Shelter,Stop C,11841,76.84319861,137
31-07-2042,9,Medicine,Stop A,9199,19.11246424,94
01-08-2042,4,People,Stop B,8627,39.61025435,110
02-08-2042,7,Food,Stop C,12587,41.96305199,98
03-08-2042,4,Medicine Equipment,Stop F,9835,18.84427989,59
04-08-2042,2,Medicine,Stop A,25076,57.33800406,138
05-08-2042,8,Medicine Equipment,Stop A,21507,86.39934273,85
06-08-2042,7,Resuce Equipment,Stop D,19348,5.332973428,87
07-08-2042,1,Shelter,Stop B,2824,70.14825544,170
08-08-2042,3,Medicine,Stop D,8918,5.509982391,164
09-08-2042,10,Medicine,Stop F,23072,67.42190923,103
10-08-2042,4,Food,Stop D,7300,63.22474422,65
11-08-2042,3,Food,Stop A,23640,22.47397453,109
12-08-2042,6,Medicine Equipment,Stop C,13047,98.33213738,53
13-08-2042,5,Resuce Equipment,Stop B,16058,94.46620932,152
14-08-2042,8,Medicine Equipment,Stop B,2927,93.64574526,100
15-08-2042,4,Medicine Equipment,Stop E,22495,90.68709453,40
16-08-2042,9,Shelter,Stop D,25099,19.46904314,158
17-08-2042,9,People,Stop B,2094,80.9491858,77
18-08-2042,6,People,Stop D,15914,64.31724918,44
19-08-2042,4,People,Stop B,20048,8.715328936,136
20-08-2042,7,Medicine Equipment,Stop F,8065,42.39264634,74
21-08-2042,2,Food,Stop B,17148,78.734102,87
22-08-2042,5,Food,Stop F,20076,47.37346165,43
23-08-2042,8,Medicine,Stop E,6618,89.30835236,200
24-08-2042,2,Shelter,Stop B,11785,43.35789374,84
25-08-2042,9,Resuce Equipment,Stop C,9012,26.28067581,68
26-08-2042,2,People,Stop F,4841,11.91045769,67
27-08-2042,8,Medicine,Stop C,5180,62.38241957,184
28-08-2042,7,Medicine,Stop C,21968,50.5042649,37
29-08-2042,10,Medicine Equipment,Stop B,23534,17.1410808,173
30-08-2042,1,Shelter,Stop C,25230,23.05754118,115
31-08-2042,2,Food,Stop C,4416,72.71181446,6
01-09-2042,10,Food,Stop A,18875,69.28818015,158
02-09-2042,8,Medicine,Stop B,11110,76.34139486,101
03-09-2042,6,Resuce Equipment,Stop F,7570,18.99575078,189
04-09-2042,2,Food,Stop F,17836,94.05310427,12
05-09-2042,10,Medicine,Stop C,14695,67.02634291,102
06-09-2042,4,Shelter,Stop A,14734,11.9667762,144
07-09-2042,7,Medicine Equipment,Stop C,7060,33.81268183,53
08-09-2042,8,Resuce Equipment,Stop E,21200,13.00988622,160
09-09-2042,8,Medicine,Stop D,4223,46.51985735,162
10-09-2042,5,Medicine Equipment,Stop F,4320,33.88763462,160
11-09-2042,2,Shelter,Stop F,6494,39.41394366,198
12-09-2042,10,Medicine Equipment,Stop B,19229,97.74376074,65
13-09-2042,6,Food,Stop F,12875,92.03664603,73
14-09-2042,7,Shelter,Stop A,20212,12.00355076,125
15-09-2042,3,Shelter,Stop D,26120,18.8168596,166
16-09-2042,3,Medicine Equipment,Stop F,15430,24.30866684,74
17-09-2042,3,Medicine,Stop A,16352,7.076717672,90
18-09-2042,1,People,Stop A,23640,62.00846708,164
19-09-2042,3,Medicine Equipment,Stop F,5545,36.92663145,103
20-09-2042,2,Shelter,Stop F,21685,93.97589953,45
21-09-2042,10,Resuce Equipment,Stop F,23468,42.66190888,192
22-09-2042,9,Medicine,Stop B,22458,77.0725653,35
23-09-2042,4,Shelter,Stop F,3021,58.24585293,189
24-09-2042,7,Shelter,Stop B,24434,16.27022535,11
25-09-2042,3,Medicine Equipment,Stop C,4002,36.26239617,72
26-09-2042,5,People,Stop D,4493,42.18011379,83
27-09-2042,4,Medicine,Stop C,10377,31.66009697,29
28-09-2042,4,Resuce Equipment,Stop F,19413,34.48635786,11
29-09-2042,3,Medicine,Stop E,17842,99.25501966,135
30-09-2042,1,Medicine Equipment,Stop B,20667,14.74450665,122
01-10-2042,6,Food,Stop C,5649,1.990772482,127
02-10-2042,8,Medicine,Stop E,3413,20.21280908,152
03-10-2042,7,Medicine Equipment,Stop E,3793,89.19405827,95
04-10-2042,7,Medicine Equipment,Stop B,2703,52.5462153,175
05-10-2042,5,Shelter,Stop B,15895,3.307024687,146
06-10-2042,9,Food,Stop D,17635,18.25674705,153
07-10-2042,1,Medicine Equipment,Stop E,22898,66.12145007,195
08-10-2042,8,Medicine,Stop A,16705,55.93578633,51
09-10-2042,5,Food,Stop E,24108,80.71272461,109
10-10-2042,8,Medicine Equipment,Stop B,2642,72.03132263,46
11-10-2042,1,Medicine Equipment,Stop A,8414,16.21240993,198
12-10-2042,7,Resuce Equipment,Stop D,13775,50.03729972,199
13-10-2042,5,People,Stop F,14815,86.83764412,46
14-10-2042,5,Medicine Equipment,Stop F,2398,48.37372925,83
15-10-2042,2,Shelter,Stop D,24711,52.86830022,200
16-10-2042,3,Food,Stop B,17501,82.36758104,121
17-10-2042,7,Resuce Equipment,Stop C,22959,82.65917072,177
18-10-2042,1,Shelter,Stop E,5033,26.59985707,8
19-10-2042,6,Food,Stop B,10155,79.34529898,60
20-10-2042,3,Medicine,Stop D,10482,98.28964216,23
21-10-2042,3,Food,Stop F,2302,27.6115958,18
22-10-2042,9,Medicine,Stop F,22927,26.73264696,152
23-10-2042,5,Medicine Equipment,Stop B,20003,99.40114839,148
24-10-2042,5,Medicine,Stop C,24196,40.17819948,39
25-10-2042,6,Medicine Equipment,Stop A,2769,64.32281191,89
26-10-2042,4,Resuce Equipment,Stop D,2747,70.65274384,120
27-10-2042,1,People,Stop A,15470,7.543289794,138
28-10-2042,7,Medicine,Stop B,15405,40.92409209,33
29-10-2042,9,Medicine,Stop C,3344,83.55700058,126
30-10-2042,6,Medicine Equipment,Stop B,14894,22.43702568,161
31-10-2042,7,Medicine,Stop F,11603,9.433777995,87
01-11-2042,3,Food,Stop D,16875,58.42983815,10
02-11-2042,5,Food,Stop A,21835,26.3209905,108
03-11-2042,9,Shelter,Stop C,21793,63.11261677,125
04-11-2042,2,Resuce Equipment,Stop F,5527,7.174540705,196
05-11-2042,6,Medicine,Stop B,16281,21.68608188,159
06-11-2042,8,Food,Stop C,18393,35.03133717,52
07-11-2042,10,Shelter,Stop C,3039,39.66530563,116
08-11-2042,9,People,Stop A,23452,17.58395348,143
09-11-2042,4,Resuce Equipment,Stop C,4545,19.03481008,118
10-11-2042,4,Medicine,Stop E,14280,36.44615712,190
11-11-2042,4,People,Stop A,16082,45.41890209,123
12-11-2042,7,Resuce Equipment,Stop B,13036,77.16039523,15
13-11-2042,9,People,Stop B,18368,27.72728411,55
14-11-2042,2,Medicine Equipment,Stop A,4633,50.71850375,14
15-11-2042,6,Food,Stop A,19603,33.66505118,114
16-11-2042,9,Resuce Equipment,Stop B,18727,25.37319013,119
17-11-2042,9,Medicine,Stop A,19523,82.90551014,184
18-11-2042,5,Medicine Equipment,Stop A,19676,56.28063818,139
19-11-2042,6,Food,Stop C,18810,59.18536562,132
20-11-2042,5,Resuce Equipment,Stop D,21307,98.50580435,101
21-11-2042,1,People,Stop C,18336,18.82678967,21
22-11-2042,1,Medicine Equipment,Stop F,18121,8.504682837,98
23-11-2042,5,Resuce Equipment,Stop E,16031,58.84994278,114
24-11-2042,2,People,Stop C,7871,87.29393745,105
25-11-2042,7,Resuce Equipment,Stop D,8722,11.81319133,62
26-11-2042,6,Medicine,Stop F,13844,43.25694412,96
27-11-2042,2,People,Stop A,16604,56.51891663,16
28-11-2042,7,Resuce Equipment,Stop C,3077,3.031040792,119
29-11-2042,7,Medicine,Stop B,11500,64.79238254,115
30-11-2042,9,People,Stop C,18864,84.53415567,11
01-12-2042,1,Shelter,Stop A,17881,81.18309876,64
02-12-2042,5,Medicine Equipment,Stop F,4104,67.17609557,57
03-12-2042,9,Resuce Equipment,Stop F,1877,99.17967129,5
04-12-2042,1,People,Stop F,21133,30.3583622,41
05-12-2042,7,People,Stop E,2289,10.47439979,180
06-12-2042,2,Medicine,Stop E,19073,48.20320504,10
07-12-2042,5,People,Stop F,11189,18.44587091,24
08-12-2042,2,Resuce Equipment,Stop D,9882,60.64310144,15
09-12-2042,4,Medicine,Stop D,18072,22.29480233,108
10-12-2042,8,People,Stop C,2512,75.01396543,155
11-12-2042,4,People,Stop E,8863,48.83674433,6
12-12-2042,9,Food,Stop C,13133,91.49002303,179
13-12-2042,7,Shelter,Stop C,557,43.41978567,137
14-12-2042,2,Medicine,Stop D,10381,77.96577887,182
15-12-2042,3,Food,Stop A,12382,52.33168513,103
16-12-2042,6,People,Stop E,2528,13.97063042,72
17-12-2042,5,Resuce Equipment,Stop C,995,57.75697077,72
18-12-2042,7,Medicine Equipment,Stop B,13122,57.37685995,113
19-12-2042,7,People,Stop D,10424,1.454416252,113
20-12-2042,7,Resuce Equipment,Stop E,24147,48.19878156,57
21-12-2042,9,Shelter,Stop E,9295,87.70413729,38
22-12-2042,3,People,Stop E,17321,60.90961348,70
23-12-2042,5,Resuce Equipment,Stop C,9754,15.80637307,200
24-12-2042,8,Shelter,Stop A,4392,71.95530481,186
25-12-2042,2,Resuce Equipment,Stop D,16560,55.42459421,110
26-12-2042,2,Medicine Equipment,Stop F,14763,16.61091556,37
27-12-2042,4,Medicine,Stop E,24544,34.22822506,168
28-12-2042,1,Food,Stop E,15871,75.59331448,146
29-12-2042,3,Medicine,Stop D,7086,16.4977676,27
30-12-2042,10,Shelter,Stop A,8407,15.47635318,51
31-12-2042,1,Medicine,Stop B,20022,81.81349111,44
01-01-2043,9,Shelter,Stop F,5800,23.47575365,193
02-01-2043,5,Food,Stop C,18631,17.08093525,158
03-01-2043,10,Resuce Equipment,Stop A,24705,84.77266947,124
04-01-2043,8,Medicine,Stop E,12186,58.30704861,194
05-01-2043,2,Food,Stop F,21440,59.11884782,100
06-01-2043,1,Resuce Equipment,Stop B,15434,8.750746742,120
07-01-2043,5,Medicine,Stop B,6843,24.273258,165
08-01-2043,8,Medicine Equipment,Stop D,17612,29.54887451,26
09-01-2043,9,People,Stop B,20266,13.74412668,70
10-01-2043,2,People,Stop D,21781,17.88827765,118
11-01-2043,1,Resuce Equipment,Stop D,24961,67.74339711,122
12-01-2043,6,People,Stop F,13124,7.657124395,8
13-01-2043,3,Shelter,Stop B,6082,57.66080413,52
14-01-2043,5,Resuce Equipment,Stop D,24942,22.55600965,171
15-01-2043,7,Medicine Equipment,Stop F,8004,68.94655383,152
16-01-2043,4,Medicine Equipment,Stop A,12262,42.91462851,86
17-01-2043,10,Food,Stop C,21053,32.10723974,107
18-01-2043,4,Medicine Equipment,Stop D,19877,36.39185427,103
19-01-2043,10,Food,Stop E,24054,45.79377277,165
20-01-2043,5,Resuce Equipment,Stop D,6271,47.95212411,98
21-01-2043,1,People,Stop E,23602,23.98504944,123
22-01-2043,5,Resuce Equipment,Stop B,20021,84.99345229,72
23-01-2043,2,Medicine,Stop E,16432,17.14767039,59
24-01-2043,9,Shelter,Stop D,18633,16.30786454,44
25-01-2043,8,Medicine Equipment,Stop E,16580,42.67821792,155
26-01-2043,2,People,Stop B,9615,21.22102649,196
27-01-2043,9,People,Stop A,14065,96.8083176,57
28-01-2043,10,Medicine,Stop B,17745,99.73207893,83
29-01-2043,5,Medicine,Stop F,1944,76.54389339,156
30-01-2043,8,People,Stop E,12989,76.69492333,88
31-01-2043,10,Food,Stop C,4531,79.52656286,82
01-02-2043,8,Medicine Equipment,Stop E,9243,6.517359723,61
02-02-2043,9,Medicine,Stop B,15377,41.37340496,147
03-02-2043,1,Medicine Equipment,Stop D,14899,3.183607004,21
04-02-2043,1,Shelter,Stop A,26235,16.45525107,85
05-02-2043,6,Medicine,Stop C,4851,56.30792146,104
06-02-2043,9,Food,Stop A,9746,69.36329715,177
07-02-2043,1,Resuce Equipment,Stop D,8861,3.15534696,111
08-02-2043,8,People,Stop D,12126,8.691713581,78
09-02-2043,7,Resuce Equipment,Stop F,22976,52.55949886,52
10-02-2043,6,Medicine,Stop F,23496,9.526325017,89
11-02-2043,8,Shelter,Stop A,5152,70.75904982,75
12-02-2043,10,People,Stop B,17864,44.28175696,32
13-02-2043,2,Medicine,Stop D,11756,70.47307544,156
14-02-2043,4,Food,Stop B,12214,26.62723924,157
15-02-2043,10,People,Stop C,13684,60.30960851,29
16-02-2043,1,Shelter,Stop B,11552,93.46842543,41
17-02-2043,4,Resuce Equipment,Stop A,19893,85.66732456,22
18-02-2043,6,Medicine Equipment,Stop E,19832,19.63515026,186
19-02-2043,8,Resuce Equipment,Stop B,17995,1.837098886,49
20-02-2043,4,Medicine Equipment,Stop D,9401,77.98485662,187
21-02-2043,9,Resuce Equipment,Stop B,22275,77.90387735,23
22-02-2043,8,Food,Stop C,24558,11.10752978,159
23-02-2043,4,Medicine Equipment,Stop B,14479,63.47982465,103
24-02-2043,10,Medicine Equipment,Stop C,7236,57.93019453,142
25-02-2043,6,Shelter,Stop C,12638,60.18077479,22
26-02-2043,3,Medicine Equipment,Stop F,14093,88.76247551,181
27-02-2043,9,Shelter,Stop A,19183,56.70249454,94
28-02-2043,3,Medicine Equipment,Stop A,11590,87.37925235,173
01-03-2043,6,Food,Stop D,16934,99.39887478,101
02-03-2043,3,Resuce Equipment,Stop E,8175,2.498540268,90
03-03-2043,7,Resuce Equipment,Stop F,6028,23.39680942,21
04-03-2043,7,Medicine,Stop D,8382,42.03649921,193
05-03-2043,10,Food,Stop A,1082,57.5709368,29
06-03-2043,8,People,Stop B,12941,98.78440166,54
07-03-2043,7,Resuce Equipment,Stop F,3589,87.32456586,126
08-03-2043,5,Medicine,Stop E,18013,99.35361356,21
09-03-2043,7,Shelter,Stop B,12334,40.19531921,163
10-03-2043,1,Medicine,Stop A,8972,61.15560023,172
11-03-2043,10,Medicine Equipment,Stop D,6776,47.68671029,176
12-03-2043,9,People,Stop F,13052,61.38505931,171
13-03-2043,5,Resuce Equipment,Stop F,9602,68.36451444,56
14-03-2043,4,People,Stop C,9095,89.06045142,29
15-03-2043,2,People,Stop C,6150,72.58628896,12
16-03-2043,4,Food,Stop B,4303,37.86197603,135
17-03-2043,9,People,Stop D,23718,32.77726741,25
18-03-2043,5,Shelter,Stop C,21030,12.14021787,186
19-03-2043,3,Resuce Equipment,Stop C,19879,31.35416555,190
20-03-2043,6,Resuce Equipment,Stop D,17460,72.86318495,153
21-03-2043,3,Shelter,Stop C,14360,24.28319926,109
22-03-2043,6,Resuce Equipment,Stop C,24192,30.7508721,196
23-03-2043,5,Food,Stop A,6499,87.75565171,69
24-03-2043,2,Resuce Equipment,Stop E,17148,48.28988222,89
25-03-2043,10,Medicine Equipment,Stop D,20993,45.71084591,39
26-03-2043,4,Medicine,Stop A,7898,90.99688468,150
27-03-2043,6,Resuce Equipment,Stop B,14126,13.24255823,96
28-03-2043,5,People,Stop C,4501,50.11950684,182
29-03-2043,7,Resuce Equipment,Stop B,22579,76.67164831,51
30-03-2043,5,Medicine Equipment,Stop E,5645,15.63141438,71
31-03-2043,6,People,Stop E,12680,72.43560751,49
01-04-2043,2,People,Stop D,4964,15.278668,184
02-04-2043,1,Food,Stop F,16319,69.16638847,50
03-04-2043,7,Food,Stop E,16570,44.47727761,117
04-04-2043,1,Shelter,Stop D,5969,98.81414108,198
05-04-2043,3,Shelter,Stop E,14945,12.24768367,144
06-04-2043,8,Medicine,Stop D,7072,26.98738147,174
07-04-2043,8,People,Stop A,14933,79.6855613,154
08-04-2043,3,People,Stop E,16502,63.86529286,153
09-04-2043,2,Resuce Equipment,Stop E,10019,13.83307458,142
10-04-2043,8,Resuce Equipment,Stop E,12709,23.07677629,67
11-04-2043,1,Shelter,Stop E,14704,75.85168879,195
12-04-2043,6,Shelter,Stop F,3282,9.192340253,169
13-04-2043,3,Medicine,Stop A,3067,55.89272909,166
14-04-2043,6,Medicine,Stop B,16989,39.54565376,160
15-04-2043,5,Resuce Equipment,Stop A,11076,40.79754518,41
16-04-2043,1,Shelter,Stop F,2485,18.38649287,96
17-04-2043,6,Medicine,Stop D,9281,33.37733697,37
18-04-2043,4,People,Stop D,24028,73.49367667,176
19-04-2043,1,Food,Stop C,9230,46.58668714,120
20-04-2043,7,Medicine Equipment,Stop D,22608,77.15251177,84
21-04-2043,4,Food,Stop D,23748,60.37100208,122
22-04-2043,7,Medicine,Stop D,4806,47.20967363,68
23-04-2043,9,People,Stop E,22316,16.40002188,50
24-04-2043,3,People,Stop F,22604,56.1063793,15
25-04-2043,1,Medicine,Stop A,21445,36.64094716,163
26-04-2043,7,Resuce Equipment,Stop A,18124,92.91788245,23
27-04-2043,3,People,Stop F,19750,22.31229215,44
28-04-2043,7,Medicine,Stop A,6788,58.75224007,32
29-04-2043,2,Food,Stop A,15581,25.39932616,16
30-04-2043,5,Resuce Equipment,Stop C,14675,51.1012548,178
01-05-2043,6,People,Stop A,24048,35.84633366,166
02-05-2043,5,Medicine,Stop D,4795,89.86593213,72
03-05-2043,3,Shelter,Stop A,23268,10.0062648,197
04-05-2043,7,Shelter,Stop F,22585,92.99944853,34
05-05-2043,1,People,Stop E,19081,47.58841741,26
06-05-2043,4,People,Stop D,1243,48.68890447,119
07-05-2043,5,Food,Stop D,2012,78.47395325,150
08-05-2043,5,Shelter,Stop E,19505,57.72658584,25
09-05-2043,7,Shelter,Stop F,7687,46.31491753,141
10-05-2043,3,People,Stop C,6654,76.67610903,25
11-05-2043,9,Shelter,Stop C,24409,95.74064411,21
12-05-2043,9,Shelter,Stop A,7110,16.96898124,195
13-05-2043,4,Food,Stop A,23039,26.85712003,94
14-05-2043,4,Resuce Equipment,Stop D,5937,70.54299569,112
15-05-2043,10,Shelter,Stop D,7187,76.27800707,69
16-05-2043,10,Resuce Equipment,Stop E,5864,9.612046034,57
17-05-2043,7,Shelter,Stop A,17242,77.793341,7
18-05-2043,4,Food,Stop A,12838,87.39617303,175
19-05-2043,4,People,Stop D,4191,46.64981077,41
20-05-2043,1,Medicine,Stop B,22363,40.61210676,171
21-05-2043,6,Resuce Equipment,Stop E,5758,67.6444674,176
22-05-2043,8,People,Stop B,7507,98.37373299,117
23-05-2043,2,People,Stop A,6480,97.88773076,80
24-05-2043,10,Medicine,Stop A,2215,13.26937438,145
25-05-2043,10,Medicine Equipment,Stop E,17735,46.25380088,20
26-05-2043,10,Food,Stop D,10173,23.0424119,89
27-05-2043,7,Food,Stop C,3197,63.04746326,84
28-05-2043,3,Medicine Equipment,Stop F,5549,13.10363084,165
29-05-2043,10,Resuce Equipment,Stop E,20953,8.793927869,199
30-05-2043,6,Medicine,Stop E,25236,1.698025182,119
31-05-2043,5,People,Stop D,16369,14.29872479,95
01-06-2043,3,Food,Stop A,8083,27.3767072,47
02-06-2043,1,Resuce Equipment,Stop C,7410,43.4818547,24
03-06-2043,10,Medicine Equipment,Stop A,21223,73.11588969,148
04-06-2043,5,Resuce Equipment,Stop A,11012,24.98113187,32
05-06-2043,4,Shelter,Stop B,19110,91.28039916,40
06-06-2043,5,People,Stop C,22524,51.11876325,5
07-06-2043,7,Resuce Equipment,Stop A,20045,45.95709891,154
08-06-2043,9,People,Stop D,13466,18.02167281,48
09-06-2043,7,Medicine Equipment,Stop F,20481,34.47207956,161
10-06-2043,9,Resuce Equipment,Stop A,22366,69.18335327,146
11-06-2043,3,Medicine Equipment,Stop B,16992,96.27000868,131
12-06-2043,3,Shelter,Stop B,9527,9.636188222,26
13-06-2043,10,Shelter,Stop F,7546,45.4109968,81
14-06-2043,4,Medicine Equipment,Stop C,11058,36.81709685,114
15-06-2043,2,People,Stop D,1016,9.05773331,161
16-06-2043,5,Medicine,Stop A,4150,86.1603532,156
17-06-2043,9,People,Stop E,10532,79.32517979,122
18-06-2043,7,Food,Stop F,5267,65.90639957,36
19-06-2043,5,Food,Stop F,22368,47.32896849,123
20-06-2043,3,Resuce Equipment,Stop B,4653,32.18524346,104
21-06-2043,8,People,Stop F,11675,69.90206994,109
22-06-2043,4,Shelter,Stop D,6829,76.7442432,111
23-06-2043,7,People,Stop E,3582,24.17441912,6
24-06-2043,5,Shelter,Stop F,22862,81.87509887,18
25-06-2043,5,People,Stop A,15328,77.41237282,33
26-06-2043,9,Medicine Equipment,Stop E,9528,54.4373574,100
27-06-2043,9,Shelter,Stop B,5006,35.8309582,47
28-06-2043,4,Shelter,Stop A,12905,44.41951638,21
29-06-2043,3,Resuce Equipment,Stop C,8974,69.69532948,81
30-06-2043,6,Shelter,Stop F,6506,66.73801686,30
01-07-2043,7,Resuce Equipment,Stop C,7092,6.465633637,5
02-07-2043,9,Medicine,Stop E,10311,16.12148545,193
03-07-2043,8,People,Stop B,3838,60.18400425,128
04-07-2043,8,Medicine,Stop A,19070,4.382513194,102
05-07-2043,9,Medicine Equipment,Stop F,13614,74.74401666,115
06-07-2043,1,Medicine Equipment,Stop E,5392,9.409081271,185
07-07-2043,3,People,Stop E,6826,3.474008098,33
08-07-2043,2,Shelter,Stop A,22615,92.67116049,60
09-07-2043,3,Medicine,Stop F,23957,80.15072792,157
10-07-2043,3,Medicine,Stop E,4516,35.5541284,129
11-07-2043,4,Medicine Equipment,Stop E,4184,87.39578675,100
12-07-2043,8,Food,Stop F,23593,50.31199277,24
13-07-2043,4,Medicine,Stop A,10458,80.13356812,194
14-07-2043,4,Medicine,Stop B,2730,53.79217907,110
15-07-2043,10,People,Stop F,7711,35.37859999,86
16-07-2043,3,Shelter,Stop D,21023,21.64458098,58
17-07-2043,5,Shelter,Stop F,8762,13.43375925,123
18-07-2043,4,Food,Stop F,23101,68.26511044,12
19-07-2043,1,People,Stop B,18909,61.80759497,198
20-07-2043,10,Food,Stop E,5263,18.93082792,40
21-07-2043,9,Resuce Equipment,Stop E,3380,20.49468389,112
22-07-2043,7,Medicine Equipment,Stop E,1293,35.07745442,117
23-07-2043,4,Medicine,Stop C,23660,45.96443633,104
24-07-2043,7,Resuce Equipment,Stop C,12327,66.42699015,185
25-07-2043,6,Shelter,Stop F,10663,33.96402051,52
26-07-2043,10,People,Stop C,1118,79.8183979,82
27-07-2043,8,Food,Stop B,14059,25.91508782,153
28-07-2043,3,Medicine,Stop E,16755,96.0127483,170
29-07-2043,5,Medicine Equipment,Stop E,10553,5.290551346,143
30-07-2043,9,Medicine,Stop C,25116,33.02432638,39
31-07-2043,9,Food,Stop C,17357,96.88276081,134
01-08-2043,10,Shelter,Stop E,2498,9.441714512,116
02-08-2043,2,Shelter,Stop B,13508,36.5105785,130
03-08-2043,8,People,Stop C,5812,32.15470931,99
04-08-2043,7,Resuce Equipment,Stop F,9861,58.5418194,56
05-08-2043,3,Medicine,Stop A,1634,56.62850484,60
06-08-2043,9,Resuce Equipment,Stop D,20843,3.927817896,57
07-08-2043,8,Food,Stop C,14509,88.60017932,110
08-08-2043,2,Shelter,Stop F,16725,1.692129399,56
09-08-2043,4,Resuce Equipment,Stop F,23142,53.3842625,50
10-08-2043,1,Medicine Equipment,Stop A,19467,13.38968407,177
11-08-2043,5,People,Stop A,13696,17.80514669,36
12-08-2043,1,Resuce Equipment,Stop A,3436,90.11921466,127
13-08-2043,9,Food,Stop D,10453,22.85717888,157
14-08-2043,4,Medicine,Stop D,21061,54.66136979,181
15-08-2043,8,Medicine,Stop E,9053,70.5250923,194
16-08-2043,4,Medicine Equipment,Stop B,3473,61.35381984,109
17-08-2043,1,People,Stop F,16859,34.58361665,48
18-08-2043,10,Medicine Equipment,Stop E,9318,74.04228487,116
19-08-2043,4,People,Stop C,20910,80.12837934,135
20-08-2043,6,Resuce Equipment,Stop C,13301,12.88420327,124
21-08-2043,2,Food,Stop D,15719,34.23252177,153
22-08-2043,5,Shelter,Stop E,19480,20.80550268,25
23-08-2043,10,Food,Stop F,23593,42.00459685,184
24-08-2043,4,Medicine,Stop C,13373,47.57346262,55
25-08-2043,10,Shelter,Stop D,26339,27.18270384,183
26-08-2043,4,Resuce Equipment,Stop B,14226,31.82344123,185
27-08-2043,7,Resuce Equipment,Stop C,5696,80.86258763,68
28-08-2043,8,Shelter,Stop D,6128,49.08166149,147
29-08-2043,9,Food,Stop B,18006,55.57689661,7
30-08-2043,4,Resuce Equipment,Stop C,10712,87.79518224,114
31-08-2043,1,Medicine,Stop D,23183,66.95101015,39
01-09-2043,3,Medicine,Stop B,22887,19.15575533,27
02-09-2043,8,Food,Stop B,5201,92.77404261,10
03-09-2043,4,Medicine,Stop D,8452,26.65928639,55
04-09-2043,7,Medicine Equipment,Stop A,6536,22.76366486,148
05-09-2043,7,Medicine Equipment,Stop F,16341,30.71027088,34
06-09-2043,4,People,Stop F,11425,43.57702191,58
07-09-2043,6,People,Stop C,7191,40.79448825,89
08-09-2043,4,Medicine Equipment,Stop D,9520,82.49957562,25
09-09-2043,1,Medicine,Stop B,6973,60.10544975,86
10-09-2043,8,People,Stop C,13519,36.58443499,68
11-09-2043,4,Food,Stop A,13715,37.97842972,127
12-09-2043,10,Food,Stop D,9334,71.15891719,160
13-09-2043,10,People,Stop F,1269,57.24638128,54
14-09-2043,2,Medicine,Stop A,15937,61.93343004,105
15-09-2043,9,Medicine Equipment,Stop E,17441,12.59584517,174
16-09-2043,10,People,Stop B,15963,15.24915581,109
17-09-2043,1,Food,Stop E,20392,98.363969,106
18-09-2043,7,Shelter,Stop D,18790,87.50774914,43
19-09-2043,7,People,Stop D,8881,99.97129502,188
20-09-2043,7,Medicine Equipment,Stop D,20161,83.52760065,94
21-09-2043,7,People,Stop F,14842,10.72465223,171
22-09-2043,7,Resuce Equipment,Stop B,3557,90.72356716,23
23-09-2043,1,Shelter,Stop E,9203,21.18070483,77
24-09-2043,10,Food,Stop D,9364,60.94071023,187
25-09-2043,7,Medicine Equipment,Stop C,21848,30.4376168,104
26-09-2043,6,People,Stop A,18503,9.525136057,8
27-09-2043,5,Food,Stop E,2483,99.42917714,82
28-09-2043,3,Medicine Equipment,Stop C,19797,18.70165232,132
29-09-2043,10,Food,Stop B,17197,38.12814584,8
30-09-2043,5,Medicine,Stop F,17946,56.52667643,46
01-10-2043,6,People,Stop B,3864,47.66148597,98
02-10-2043,5,People,Stop E,2400,7.489097495,58
03-10-2043,3,People,Stop E,18903,74.61723597,147
04-10-2043,1,People,Stop A,24076,98.51641759,104
05-10-2043,1,Food,Stop D,22140,6.45835904,52
06-10-2043,5,Medicine Equipment,Stop F,14038,77.17637275,57
07-10-2043,10,People,Stop F,17679,69.07685926,123
08-10-2043,8,Resuce Equipment,Stop F,8668,78.05677913,8
